hypothesis,description,sensor,r2,mae,y_test_std,n_features,model_kind,baseline_r2,sensor_target_std,delta_r2_vs_settings,is_success
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s12,0.5779356410846086,0.40191269656880557,0.7477127943171277,5,ridge,-0.0002959953611139099,0.7477127943171277,0.5782316364457225,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s12,0.5778280039467456,0.4019153478168781,0.7477127943171277,11,ridge,-0.0002959953611139099,0.7477127943171277,0.5781239993078595,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s4,0.5750752872258873,4.914595033202481,9.138213151456167,5,log_linear_nonneg,-0.00017884123810740782,9.138213151456167,0.5752541284639947,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s12,0.564289526044959,0.40953052213595137,0.7477127943171277,5,log_linear_nonneg,-0.0002959953611139099,0.7477127943171277,0.5645855214060729,True
H5_nonlinear_basis,"Mixed physics-inspired basis (sqrt, reciprocal, exponential degradation terms).",s7,0.5611102564924328,0.4982318667883329,0.913951146013676,12,ridge,-0.00022438138915514827,0.913951146013676,0.561334637881588,True
H1_degradation_poly,Sensor output follows monotonic/polynomial degradation trajectory.,s7,0.5603979124811845,0.49826381869561387,0.913951146013676,3,ridge,-0.00022438138915514827,0.913951146013676,0.5606222938703397,True
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s7,0.5510583583426032,0.5041146602548457,0.913951146013676,5,ridge,-0.00022438138915514827,0.913951146013676,0.5512827397317583,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s7,0.5508028026802061,0.5042024218112826,0.913951146013676,11,ridge,-0.00022438138915514827,0.913951146013676,0.5510271840693612,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s7,0.542585480927305,0.5104201775055159,0.913951146013676,5,log_linear_nonneg,-0.00022438138915514827,0.913951146013676,0.5428098623164601,True
H5_nonlinear_basis,"Mixed physics-inspired basis (sqrt, reciprocal, exponential degradation terms).",s15,0.5414065311870919,0.020405376495967274,0.03748858631439066,12,ridge,0.00013368467166796627,0.03748858631439066,0.541272846515424,True
H1_degradation_poly,Sensor output follows monotonic/polynomial degradation trajectory.,s15,0.5413954137918566,0.020403762305789965,0.03748858631439066,3,ridge,0.00013368467166796627,0.03748858631439066,0.5412617291201887,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s15,0.5329304070798199,0.020582594917178343,0.03748858631439066,11,ridge,0.00013368467166796627,0.03748858631439066,0.5327967224081519,True
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s15,0.5328797362116314,0.02058311492446341,0.03748858631439066,5,ridge,0.00013368467166796627,0.03748858631439066,0.5327460515399635,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s11,0.5221793011335145,0.1559021729428256,0.27244229555210625,8,ridge,-0.0006924058747008743,0.27244229555210625,0.5228717070082154,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s15,0.5226691827957726,0.020849647054657354,0.03748858631439066,5,log_linear_nonneg,0.00013368467166796627,0.03748858631439066,0.5225354981241046,True
H5_nonlinear_basis,"Mixed physics-inspired basis (sqrt, reciprocal, exponential degradation terms).",s21,0.5201245176281737,0.062460729831877344,0.11157063360363186,12,ridge,-0.0012279700380031233,0.11157063360363186,0.5213524876661768,True
H1_degradation_poly,Sensor output follows monotonic/polynomial degradation trajectory.,s21,0.519750086540137,0.062485982673834525,0.11157063360363186,3,ridge,-0.0012279700380031233,0.11157063360363186,0.5209780565781401,True
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s21,0.5121936882910316,0.06310698427060196,0.11157063360363186,5,ridge,-0.0012279700380031233,0.11157063360363186,0.5134216583290347,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s21,0.5120120921294932,0.06311429013500207,0.11157063360363186,11,ridge,-0.0012279700380031233,0.11157063360363186,0.5132400621674963,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s21,0.5066183525476171,0.06340666199013778,0.11157063360363186,5,log_linear_nonneg,-0.0012279700380031233,0.11157063360363186,0.5078463225856202,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s4,0.5075074855444377,5.271738580734835,9.138213151456167,8,ridge,-0.00017884123810740782,9.138213151456167,0.5076863267825451,True
H5_nonlinear_basis,"Mixed physics-inspired basis (sqrt, reciprocal, exponential degradation terms).",s20,0.5022756516311244,0.10497506026671717,0.18410618374888527,12,ridge,-0.002128982740861929,0.18410618374888527,0.5044046343719863,True
H1_degradation_poly,Sensor output follows monotonic/polynomial degradation trajectory.,s20,0.5010362472018433,0.10504477841719664,0.18410618374888527,3,ridge,-0.002128982740861929,0.18410618374888527,0.5031652299427052,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s12,0.4960131989000772,0.4381134597695849,0.7477127943171277,8,ridge,-0.0002959953611139099,0.7477127943171277,0.49630919426119113,True
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s20,0.4921426269611251,0.1060406611578352,0.18410618374888527,5,ridge,-0.002128982740861929,0.18410618374888527,0.494271609701987,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s20,0.4921379317022332,0.10601650221860788,0.18410618374888527,11,ridge,-0.002128982740861929,0.18410618374888527,0.4942669144430951,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s20,0.49098346278126526,0.10632486649542759,0.18410618374888527,5,log_linear_nonneg,-0.002128982740861929,0.18410618374888527,0.4931124455221272,True
H5_nonlinear_basis,"Mixed physics-inspired basis (sqrt, reciprocal, exponential degradation terms).",s17,0.48621856310034683,0.9045696185445925,1.5584897510723095,12,ridge,-5.71659473489472e-05,1.5584897510723095,0.4862757290476958,True
H1_degradation_poly,Sensor output follows monotonic/polynomial degradation trajectory.,s17,0.4861540900493443,0.9043444152627308,1.5584897510723095,3,ridge,-5.71659473489472e-05,1.5584897510723095,0.48621125599669324,True
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s17,0.4782272785629491,0.9135299664682085,1.5584897510723095,5,ridge,-5.71659473489472e-05,1.5584897510723095,0.47828444451029806,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s17,0.4779413961342459,0.9137916162019508,1.5584897510723095,11,ridge,-5.71659473489472e-05,1.5584897510723095,0.47799856208159486,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s7,0.4723855889024807,0.5459515057615377,0.913951146013676,8,ridge,-0.00022438138915514827,0.913951146013676,0.4726099702916359,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s17,0.46973263458170444,0.9084250355462643,1.5584897510723095,5,log_linear_nonneg,-5.71659473489472e-05,1.5584897510723095,0.4697898005290534,True
H1_degradation_poly,Sensor output follows monotonic/polynomial degradation trajectory.,s2,0.4633994664374186,0.2995049600866842,0.5076013411825356,3,ridge,-0.0011550281115291217,0.5076013411825356,0.4645544945489477,True
H5_nonlinear_basis,"Mixed physics-inspired basis (sqrt, reciprocal, exponential degradation terms).",s2,0.4630108281829305,0.29970430006728066,0.5076013411825356,12,ridge,-0.0011550281115291217,0.5076013411825356,0.4641658562944596,True
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s2,0.45743267625612216,0.301559054027797,0.5076013411825356,5,ridge,-0.0011550281115291217,0.5076013411825356,0.4585877043676513,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s2,0.4573572504994873,0.30156069556172377,0.5076013411825356,11,ridge,-0.0011550281115291217,0.5076013411825356,0.4585122786110164,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s15,0.4550840692793594,0.02234956114929287,0.03748858631439066,8,ridge,0.00013368467166796627,0.03748858631439066,0.45495038460769144,True
H1_degradation_poly,Sensor output follows monotonic/polynomial degradation trajectory.,s3,0.4529883943950056,3.758824926233873,6.311951418470039,3,ridge,-0.0006697196198719446,6.311951418470039,0.45365811401487754,True
H5_nonlinear_basis,"Mixed physics-inspired basis (sqrt, reciprocal, exponential degradation terms).",s3,0.45285722682511187,3.7598973139244154,6.311951418470039,12,ridge,-0.0006697196198719446,6.311951418470039,0.4535269464449838,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s21,0.44717996289645756,0.06716597053039368,0.11157063360363186,8,ridge,-0.0012279700380031233,0.11157063360363186,0.4484079329344607,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s2,0.4456323995535061,0.30382139659519825,0.5076013411825356,5,log_linear_nonneg,-0.0011550281115291217,0.5076013411825356,0.4467874276650352,True
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s3,0.4436599993065917,3.791461014907469,6.311951418470039,5,ridge,-0.0006697196198719446,6.311951418470039,0.44432971892646367,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s3,0.4433358081111528,3.7926750790829793,6.311951418470039,11,ridge,-0.0006697196198719446,6.311951418470039,0.44400552773102475,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s3,0.4363120588141358,3.8106477111771784,6.311951418470039,5,log_linear_nonneg,-0.0006697196198719446,6.311951418470039,0.43698177843400776,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s20,0.42987614339324287,0.11254423297346437,0.18410618374888527,8,ridge,-0.002128982740861929,0.18410618374888527,0.4320051261341048,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s17,0.41064493181162254,0.9615130050355156,1.5584897510723095,8,ridge,-5.71659473489472e-05,1.5584897510723095,0.4107020977589715,True
H1_degradation_poly,Sensor output follows monotonic/polynomial degradation trajectory.,s8,0.39045494007381,0.04721603863374131,0.07232391031537028,3,ridge,-0.0006558133561027635,0.07232391031537026,0.39111075342991275,True
H5_nonlinear_basis,"Mixed physics-inspired basis (sqrt, reciprocal, exponential degradation terms).",s8,0.38932360960248336,0.047272844717791314,0.07232391031537028,12,ridge,-0.0006558133561027635,0.07232391031537026,0.3899794229585861,True
H1_degradation_poly,Sensor output follows monotonic/polynomial degradation trajectory.,s13,0.3898437102378377,0.047975169242193166,0.07275639300131045,3,ridge,0.00031670115421444933,0.07275639300131045,0.38952700908362325,True
H5_nonlinear_basis,"Mixed physics-inspired basis (sqrt, reciprocal, exponential degradation terms).",s13,0.3893239231221858,0.04805059937760768,0.07275639300131045,12,ridge,0.00031670115421444933,0.07275639300131045,0.38900722196797133,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s2,0.3856079737720962,0.31980966026970825,0.5076013411825356,8,ridge,-0.0011550281115291217,0.5076013411825356,0.38676300188362533,True
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s8,0.3839044562961078,0.04739541059891524,0.07232391031537028,5,ridge,-0.0006558133561027635,0.07232391031537026,0.3845602696522106,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s8,0.38347939970936173,0.0474155595417009,0.07232391031537028,11,ridge,-0.0006558133561027635,0.07232391031537026,0.3841352130654645,True
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s13,0.38426846528430614,0.04811788992456316,0.07275639300131045,5,ridge,0.00031670115421444933,0.07275639300131045,0.3839517641300917,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s13,0.3840361727961943,0.04812774867387476,0.07275639300131045,11,ridge,0.00031670115421444933,0.07275639300131045,0.38371947164197984,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s13,0.37709111090180814,0.04839057946361997,0.07275639300131045,5,log_linear_nonneg,0.00031670115421444933,0.07275639300131045,0.3767744097475937,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s8,0.37585996988536163,0.04773392852258703,0.07232391031537028,5,log_linear_nonneg,-0.0006558133561027635,0.07232391031537026,0.3765157832414644,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s3,0.3694836574327577,4.030693250580186,6.311951418470039,8,ridge,-0.0006697196198719446,6.311951418470039,0.37015337705262963,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s13,0.3320345054467151,0.0496073913665745,0.07275639300131045,8,ridge,0.00031670115421444933,0.07275639300131045,0.33171780429250064,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s8,0.324328545849202,0.04910476787672875,0.07232391031537028,8,ridge,-0.0006558133561027635,0.07232391031537026,0.3249843592053048,True
H5_nonlinear_basis,"Mixed physics-inspired basis (sqrt, reciprocal, exponential degradation terms).",s9,0.2870074824006572,11.825916486552064,19.54794375085285,12,ridge,-0.0015773348064833659,19.54794375085285,0.2885848172071406,True
H1_degradation_poly,Sensor output follows monotonic/polynomial degradation trajectory.,s9,0.2864800316067313,11.843546876889114,19.54794375085285,3,ridge,-0.0015773348064833659,19.54794375085285,0.28805736641321467,True
H2_settings_plus_degr,Sensors depend on settings and degradation state additively.,s9,0.2797020395442018,11.908064196283243,19.54794375085285,5,ridge,-0.0015773348064833659,19.54794375085285,0.2812793743506852,True
H3_interaction_settings_degr,Operating-condition effects are degradation-dependent (interaction terms).,s9,0.2787313089299245,11.910672532039609,19.54794375085285,11,ridge,-0.0015773348064833659,19.54794375085285,0.28030864373640785,True
H6_arrhenius_loglinear,Arrhenius-like exponential dependence linearized in log(sensor).,s9,0.27658060988494704,11.89278023395202,19.54794375085285,5,log_linear_nonneg,-0.0015773348064833659,19.54794375085285,0.2781579446914304,True
H4_reciprocal_remaining,Near-failure nonlinearity rises as inverse remaining life.,s9,0.22602921855641,12.33716697091187,19.54794375085285,8,ridge,-0.0015773348064833659,19.54794375085285,0.22760655336289337,True
